"iteration","lm_4layers_tense_232-232 - _step","lm_4layers_tense_232-232 - _step__MIN","lm_4layers_tense_232-232 - _step__MAX","lm_4layers_tense_232-232 - val_aux","lm_4layers_tense_232-232 - val_aux__MIN","lm_4layers_tense_232-232 - val_aux__MAX","lm_4layers_tense_232-232 - test_aux","lm_4layers_tense_232-232 - test_aux__MIN","lm_4layers_tense_232-232 - test_aux__MAX","lm_4layers_tense_222-222 - _step","lm_4layers_tense_222-222 - _step__MIN","lm_4layers_tense_222-222 - _step__MAX","lm_4layers_tense_222-222 - val_aux","lm_4layers_tense_222-222 - val_aux__MIN","lm_4layers_tense_222-222 - val_aux__MAX","lm_4layers_tense_222-222 - test_aux","lm_4layers_tense_222-222 - test_aux__MIN","lm_4layers_tense_222-222 - test_aux__MAX","lm_4layers_tense_212-212 - _step","lm_4layers_tense_212-212 - _step__MIN","lm_4layers_tense_212-212 - _step__MAX","lm_4layers_tense_212-212 - val_aux","lm_4layers_tense_212-212 - val_aux__MIN","lm_4layers_tense_212-212 - val_aux__MAX","lm_4layers_tense_212-212 - test_aux","lm_4layers_tense_212-212 - test_aux__MIN","lm_4layers_tense_212-212 - test_aux__MAX","lm_4layers_tense_202-202 - _step","lm_4layers_tense_202-202 - _step__MIN","lm_4layers_tense_202-202 - _step__MAX","lm_4layers_tense_202-202 - val_aux","lm_4layers_tense_202-202 - val_aux__MIN","lm_4layers_tense_202-202 - val_aux__MAX","lm_4layers_tense_202-202 - test_aux","lm_4layers_tense_202-202 - test_aux__MIN","lm_4layers_tense_202-202 - test_aux__MAX","lm_4layers_tense_192-192 - _step","lm_4layers_tense_192-192 - _step__MIN","lm_4layers_tense_192-192 - _step__MAX","lm_4layers_tense_192-192 - val_aux","lm_4layers_tense_192-192 - val_aux__MIN","lm_4layers_tense_192-192 - val_aux__MAX","lm_4layers_tense_192-192 - test_aux","lm_4layers_tense_192-192 - test_aux__MIN","lm_4layers_tense_192-192 - test_aux__MAX","lm_4layers_tense_182-182 - _step","lm_4layers_tense_182-182 - _step__MIN","lm_4layers_tense_182-182 - _step__MAX","lm_4layers_tense_182-182 - val_aux","lm_4layers_tense_182-182 - val_aux__MIN","lm_4layers_tense_182-182 - val_aux__MAX","lm_4layers_tense_182-182 - test_aux","lm_4layers_tense_182-182 - test_aux__MIN","lm_4layers_tense_182-182 - test_aux__MAX","lm_4layers_tense_152-152 - _step","lm_4layers_tense_152-152 - _step__MIN","lm_4layers_tense_152-152 - _step__MAX","lm_4layers_tense_152-152 - val_aux","lm_4layers_tense_152-152 - val_aux__MIN","lm_4layers_tense_152-152 - val_aux__MAX","lm_4layers_tense_152-152 - test_aux","lm_4layers_tense_152-152 - test_aux__MIN","lm_4layers_tense_152-152 - test_aux__MAX","lm_4layers_tense_142-142 - _step","lm_4layers_tense_142-142 - _step__MIN","lm_4layers_tense_142-142 - _step__MAX","lm_4layers_tense_142-142 - val_aux","lm_4layers_tense_142-142 - val_aux__MIN","lm_4layers_tense_142-142 - val_aux__MAX","lm_4layers_tense_142-142 - test_aux","lm_4layers_tense_142-142 - test_aux__MIN","lm_4layers_tense_142-142 - test_aux__MAX","lm_4layers_tense_172-172 - _step","lm_4layers_tense_172-172 - _step__MIN","lm_4layers_tense_172-172 - _step__MAX","lm_4layers_tense_172-172 - val_aux","lm_4layers_tense_172-172 - val_aux__MIN","lm_4layers_tense_172-172 - val_aux__MAX","lm_4layers_tense_172-172 - test_aux","lm_4layers_tense_172-172 - test_aux__MIN","lm_4layers_tense_172-172 - test_aux__MAX","lm_4layers_tense_132-132 - _step","lm_4layers_tense_132-132 - _step__MIN","lm_4layers_tense_132-132 - _step__MAX","lm_4layers_tense_132-132 - val_aux","lm_4layers_tense_132-132 - val_aux__MIN","lm_4layers_tense_132-132 - val_aux__MAX","lm_4layers_tense_132-132 - test_aux","lm_4layers_tense_132-132 - test_aux__MIN","lm_4layers_tense_132-132 - test_aux__MAX","lm_4layers_tense_162-162 - _step","lm_4layers_tense_162-162 - _step__MIN","lm_4layers_tense_162-162 - _step__MAX","lm_4layers_tense_162-162 - val_aux","lm_4layers_tense_162-162 - val_aux__MIN","lm_4layers_tense_162-162 - val_aux__MAX","lm_4layers_tense_162-162 - test_aux","lm_4layers_tense_162-162 - test_aux__MIN","lm_4layers_tense_162-162 - test_aux__MAX","lm_4layers_tense_112-112 - _step","lm_4layers_tense_112-112 - _step__MIN","lm_4layers_tense_112-112 - _step__MAX","lm_4layers_tense_112-112 - val_aux","lm_4layers_tense_112-112 - val_aux__MIN","lm_4layers_tense_112-112 - val_aux__MAX","lm_4layers_tense_112-112 - test_aux","lm_4layers_tense_112-112 - test_aux__MIN","lm_4layers_tense_112-112 - test_aux__MAX","lm_4layers_tense_102-102 - _step","lm_4layers_tense_102-102 - _step__MIN","lm_4layers_tense_102-102 - _step__MAX","lm_4layers_tense_102-102 - val_aux","lm_4layers_tense_102-102 - val_aux__MIN","lm_4layers_tense_102-102 - val_aux__MAX","lm_4layers_tense_102-102 - test_aux","lm_4layers_tense_102-102 - test_aux__MIN","lm_4layers_tense_102-102 - test_aux__MAX","lm_4layers_tense_122-122 - _step","lm_4layers_tense_122-122 - _step__MIN","lm_4layers_tense_122-122 - _step__MAX","lm_4layers_tense_122-122 - val_aux","lm_4layers_tense_122-122 - val_aux__MIN","lm_4layers_tense_122-122 - val_aux__MAX","lm_4layers_tense_122-122 - test_aux","lm_4layers_tense_122-122 - test_aux__MIN","lm_4layers_tense_122-122 - test_aux__MAX","lm_4layers_tense_42-42 - _step","lm_4layers_tense_42-42 - _step__MIN","lm_4layers_tense_42-42 - _step__MAX","lm_4layers_tense_42-42 - val_aux","lm_4layers_tense_42-42 - val_aux__MIN","lm_4layers_tense_42-42 - val_aux__MAX","lm_4layers_tense_42-42 - test_aux","lm_4layers_tense_42-42 - test_aux__MIN","lm_4layers_tense_42-42 - test_aux__MAX","lm_4layers_tense_62-62 - _step","lm_4layers_tense_62-62 - _step__MIN","lm_4layers_tense_62-62 - _step__MAX","lm_4layers_tense_62-62 - val_aux","lm_4layers_tense_62-62 - val_aux__MIN","lm_4layers_tense_62-62 - val_aux__MAX","lm_4layers_tense_62-62 - test_aux","lm_4layers_tense_62-62 - test_aux__MIN","lm_4layers_tense_62-62 - test_aux__MAX","lm_4layers_tense_82-82 - _step","lm_4layers_tense_82-82 - _step__MIN","lm_4layers_tense_82-82 - _step__MAX","lm_4layers_tense_82-82 - val_aux","lm_4layers_tense_82-82 - val_aux__MIN","lm_4layers_tense_82-82 - val_aux__MAX","lm_4layers_tense_82-82 - test_aux","lm_4layers_tense_82-82 - test_aux__MIN","lm_4layers_tense_82-82 - test_aux__MAX","lm_4layers_tense_52-52 - _step","lm_4layers_tense_52-52 - _step__MIN","lm_4layers_tense_52-52 - _step__MAX","lm_4layers_tense_52-52 - val_aux","lm_4layers_tense_52-52 - val_aux__MIN","lm_4layers_tense_52-52 - val_aux__MAX","lm_4layers_tense_52-52 - test_aux","lm_4layers_tense_52-52 - test_aux__MIN","lm_4layers_tense_52-52 - test_aux__MAX","lm_4layers_tense_72-72 - _step","lm_4layers_tense_72-72 - _step__MIN","lm_4layers_tense_72-72 - _step__MAX","lm_4layers_tense_72-72 - val_aux","lm_4layers_tense_72-72 - val_aux__MIN","lm_4layers_tense_72-72 - val_aux__MAX","lm_4layers_tense_72-72 - test_aux","lm_4layers_tense_72-72 - test_aux__MIN","lm_4layers_tense_72-72 - test_aux__MAX","lm_4layers_tense_92-92 - _step","lm_4layers_tense_92-92 - _step__MIN","lm_4layers_tense_92-92 - _step__MAX","lm_4layers_tense_92-92 - val_aux","lm_4layers_tense_92-92 - val_aux__MIN","lm_4layers_tense_92-92 - val_aux__MAX","lm_4layers_tense_92-92 - test_aux","lm_4layers_tense_92-92 - test_aux__MIN","lm_4layers_tense_92-92 - test_aux__MAX"
"168000","168111","168111","168111","1","1","1","0.3945","0.3945","0.3945","168111","168111","168111","1","1","1","0.935","0.935","0.935","168111","168111","168111","1","1","1","0.9335","0.9335","0.9335","168111","168111","168111","1","1","1","0.843","0.843","0.843","168111","168111","168111","0.998","0.998","0.998","0.989","0.989","0.989","168111","168111","168111","1","1","1","0.621","0.621","0.621","168111","168111","168111","0.999","0.999","0.999","0.841","0.841","0.841","168111","168111","168111","1","1","1","0.913","0.913","0.913","168111","168111","168111","0.999","0.999","0.999","0.8415","0.8415","0.8415","168111","168111","168111","1","1","1","0.6955","0.6955","0.6955","168111","168111","168111","0.999","0.999","0.999","0.8685","0.8685","0.8685","168111","168111","168111","1","1","1","0.825","0.825","0.825","168111","168111","168111","1","1","1","0.9545","0.9545","0.9545","168111","168111","168111","1","1","1","0.823","0.823","0.823","168111","168111","168111","1","1","1","1","1","1","168111","168111","168111","1","1","1","0.3375","0.3375","0.3375","168111","168111","168111","1","1","1","0.9455","0.9455","0.9455","168111","168111","168111","1","1","1","0.9785","0.9785","0.9785","168111","168111","168111","1","1","1","0.9625","0.9625","0.9625","168111","168111","168111","0.996","0.996","0.996","0.9735","0.9735","0.9735"
"171000","171113","171113","171113","1","1","1","0.398","0.398","0.398","171113","171113","171113","1","1","1","0.89","0.89","0.89","171113","171113","171113","1","1","1","0.942","0.942","0.942","171113","171113","171113","1","1","1","0.8575","0.8575","0.8575","171113","171113","171113","0.999","0.999","0.999","0.835","0.835","0.835","171113","171113","171113","1","1","1","0.784","0.784","0.784","171113","171113","171113","1","1","1","0.8765","0.8765","0.8765","171113","171113","171113","1","1","1","0.559","0.559","0.559","171113","171113","171113","1","1","1","0.774","0.774","0.774","171113","171113","171113","0.998","0.998","0.998","0.671","0.671","0.671","171113","171113","171113","0.999","0.999","0.999","0.9215","0.9215","0.9215","171113","171113","171113","1","1","1","0.9115","0.9115","0.9115","171113","171113","171113","1","1","1","0.8985","0.8985","0.8985","171113","171113","171113","0.999","0.999","0.999","0.7165","0.7165","0.7165","171113","171113","171113","0.999","0.999","0.999","1","1","1","171113","171113","171113","0.999","0.999","0.999","0.2395","0.2395","0.2395","171113","171113","171113","1","1","1","0.688","0.688","0.688","171113","171113","171113","0.998","0.998","0.998","0.9715","0.9715","0.9715","171113","171113","171113","1","1","1","0.9585","0.9585","0.9585","171113","171113","171113","1","1","1","0.9385","0.9385","0.9385"
"174000","174115","174115","174115","1","1","1","0.5335","0.5335","0.5335","174115","174115","174115","1","1","1","0.878","0.878","0.878","174115","174115","174115","0.999","0.999","0.999","0.914","0.914","0.914","174115","174115","174115","1","1","1","0.9235","0.9235","0.9235","174115","174115","174115","0.999","0.999","0.999","0.9765","0.9765","0.9765","174115","174115","174115","1","1","1","0.8585","0.8585","0.8585","174115","174115","174115","1","1","1","0.845","0.845","0.845","174115","174115","174115","0.999","0.999","0.999","0.391","0.391","0.391","174115","174115","174115","1","1","1","0.7995","0.7995","0.7995","174115","174115","174115","0.999","0.999","0.999","0.347","0.347","0.347","174115","174115","174115","1","1","1","0.902","0.902","0.902","174115","174115","174115","0.999","0.999","0.999","0.8215","0.8215","0.8215","174115","174115","174115","1","1","1","0.838","0.838","0.838","174115","174115","174115","1","1","1","0.7675","0.7675","0.7675","174115","174115","174115","1","1","1","1","1","1","174115","174115","174115","0.999","0.999","0.999","0.357","0.357","0.357","174115","174115","174115","1","1","1","0.791","0.791","0.791","174115","174115","174115","1","1","1","0.993","0.993","0.993","174115","174115","174115","1","1","1","0.962","0.962","0.962","174115","174115","174115","1","1","1","0.811","0.811","0.811"
"177000","177117","177117","177117","1","1","1","0.5935","0.5935","0.5935","177117","177117","177117","1","1","1","0.9685","0.9685","0.9685","177117","177117","177117","0.999","0.999","0.999","0.9525","0.9525","0.9525","177117","177117","177117","1","1","1","0.896","0.896","0.896","177117","177117","177117","1","1","1","0.9795","0.9795","0.9795","177117","177117","177117","1","1","1","0.8795","0.8795","0.8795","177117","177117","177117","1","1","1","0.8585","0.8585","0.8585","177117","177117","177117","0.999","0.999","0.999","0.462","0.462","0.462","177117","177117","177117","1","1","1","0.7915","0.7915","0.7915","177117","177117","177117","1","1","1","0.568","0.568","0.568","177117","177117","177117","0.998","0.998","0.998","0.9375","0.9375","0.9375","177117","177117","177117","1","1","1","0.812","0.812","0.812","177117","177117","177117","1","1","1","0.5845","0.5845","0.5845","177117","177117","177117","1","1","1","0.7055","0.7055","0.7055","177117","177117","177117","0.998","0.998","0.998","0.9985","0.9985","0.9985","177117","177117","177117","1","1","1","0.291","0.291","0.291","177117","177117","177117","0.999","0.999","0.999","0.95","0.95","0.95","177117","177117","177117","1","1","1","0.96","0.96","0.96","177117","177117","177117","1","1","1","0.9635","0.9635","0.9635","177117","177117","177117","0.999","0.999","0.999","0.8525","0.8525","0.8525"
"180000","180119","180119","180119","1","1","1","0.5975","0.5975","0.5975","180119","180119","180119","1","1","1","0.961","0.961","0.961","180119","180119","180119","1","1","1","0.993","0.993","0.993","180119","180119","180119","0.999","0.999","0.999","0.981","0.981","0.981","180119","180119","180119","1","1","1","0.9525","0.9525","0.9525","180119","180119","180119","0.999","0.999","0.999","0.695","0.695","0.695","180119","180119","180119","1","1","1","0.8425","0.8425","0.8425","180119","180119","180119","1","1","1","0.5665","0.5665","0.5665","180119","180119","180119","0.996","0.996","0.996","0.923","0.923","0.923","180119","180119","180119","1","1","1","0.584","0.584","0.584","180119","180119","180119","0.999","0.999","0.999","0.998","0.998","0.998","180119","180119","180119","1","1","1","0.8225","0.8225","0.8225","180119","180119","180119","1","1","1","0.7395","0.7395","0.7395","180119","180119","180119","0.999","0.999","0.999","0.689","0.689","0.689","180119","180119","180119","1","1","1","1","1","1","180119","180119","180119","0.994","0.994","0.994","0.302","0.302","0.302","180119","180119","180119","1","1","1","0.8465","0.8465","0.8465","180119","180119","180119","0.999","0.999","0.999","0.959","0.959","0.959","180119","180119","180119","1","1","1","0.9475","0.9475","0.9475","180119","180119","180119","1","1","1","0.9815","0.9815","0.9815"
"183000","183121","183121","183121","1","1","1","0.4535","0.4535","0.4535","183121","183121","183121","1","1","1","0.9755","0.9755","0.9755","183121","183121","183121","1","1","1","0.988","0.988","0.988","183121","183121","183121","1","1","1","0.9845","0.9845","0.9845","183121","183121","183121","1","1","1","0.773","0.773","0.773","183121","183121","183121","0.999","0.999","0.999","0.7295","0.7295","0.7295","183121","183121","183121","1","1","1","0.922","0.922","0.922","183121","183121","183121","1","1","1","0.6725","0.6725","0.6725","183121","183121","183121","1","1","1","0.852","0.852","0.852","183121","183121","183121","0.999","0.999","0.999","0.671","0.671","0.671","183121","183121","183121","1","1","1","0.9925","0.9925","0.9925","183121","183121","183121","0.999","0.999","0.999","0.8365","0.8365","0.8365","183121","183121","183121","1","1","1","0.601","0.601","0.601","183121","183121","183121","1","1","1","0.7675","0.7675","0.7675","183121","183121","183121","1","1","1","1","1","1","183121","183121","183121","1","1","1","0.231","0.231","0.231","183121","183121","183121","0.999","0.999","0.999","0.787","0.787","0.787","183121","183121","183121","0.999","0.999","0.999","0.971","0.971","0.971","183121","183121","183121","1","1","1","0.9555","0.9555","0.9555","183121","183121","183121","1","1","1","0.979","0.979","0.979"
"186000","186123","186123","186123","1","1","1","0.3885","0.3885","0.3885","186123","186123","186123","1","1","1","0.9085","0.9085","0.9085","186123","186123","186123","1","1","1","0.985","0.985","0.985","186123","186123","186123","1","1","1","0.984","0.984","0.984","186123","186123","186123","1","1","1","0.966","0.966","0.966","186123","186123","186123","1","1","1","0.67","0.67","0.67","186123","186123","186123","1","1","1","0.8245","0.8245","0.8245","186123","186123","186123","0.999","0.999","0.999","0.655","0.655","0.655","186123","186123","186123","0.999","0.999","0.999","0.8285","0.8285","0.8285","186123","186123","186123","0.997","0.997","0.997","0.572","0.572","0.572","186123","186123","186123","0.999","0.999","0.999","1","1","1","186123","186123","186123","1","1","1","0.8675","0.8675","0.8675","186123","186123","186123","1","1","1","0.7555","0.7555","0.7555","186123","186123","186123","1","1","1","0.845","0.845","0.845","186123","186123","186123","1","1","1","1","1","1","186123","186123","186123","1","1","1","0.2755","0.2755","0.2755","186123","186123","186123","1","1","1","0.7815","0.7815","0.7815","186123","186123","186123","1","1","1","0.994","0.994","0.994","186123","186123","186123","1","1","1","0.9535","0.9535","0.9535","186123","186123","186123","1","1","1","0.983","0.983","0.983"
"189000","189125","189125","189125","1","1","1","0.49","0.49","0.49","189125","189125","189125","1","1","1","0.97","0.97","0.97","189125","189125","189125","0.999","0.999","0.999","0.976","0.976","0.976","189125","189125","189125","1","1","1","0.988","0.988","0.988","189125","189125","189125","0.998","0.998","0.998","0.971","0.971","0.971","189125","189125","189125","1","1","1","0.559","0.559","0.559","189125","189125","189125","1","1","1","0.843","0.843","0.843","189125","189125","189125","1","1","1","0.7365","0.7365","0.7365","189125","189125","189125","1","1","1","0.794","0.794","0.794","189125","189125","189125","1","1","1","0.5635","0.5635","0.5635","189125","189125","189125","0.999","0.999","0.999","0.9975","0.9975","0.9975","189125","189125","189125","1","1","1","0.8525","0.8525","0.8525","189125","189125","189125","1","1","1","0.695","0.695","0.695","189125","189125","189125","1","1","1","0.8115","0.8115","0.8115","189125","189125","189125","1","1","1","0.9985","0.9985","0.9985","189125","189125","189125","1","1","1","0.464","0.464","0.464","189125","189125","189125","1","1","1","0.832","0.832","0.832","189125","189125","189125","1","1","1","0.9715","0.9715","0.9715","189125","189125","189125","1","1","1","0.995","0.995","0.995","189125","189125","189125","1","1","1","0.918","0.918","0.918"
"192000","192127","192127","192127","1","1","1","0.514","0.514","0.514","192127","192127","192127","1","1","1","0.9215","0.9215","0.9215","192127","192127","192127","1","1","1","0.9435","0.9435","0.9435","192127","192127","192127","1","1","1","0.976","0.976","0.976","192127","192127","192127","1","1","1","0.972","0.972","0.972","192127","192127","192127","1","1","1","0.4935","0.4935","0.4935","192127","192127","192127","1","1","1","0.9295","0.9295","0.9295","192127","192127","192127","1","1","1","0.704","0.704","0.704","192127","192127","192127","1","1","1","0.562","0.562","0.562","192127","192127","192127","1","1","1","0.7705","0.7705","0.7705","192127","192127","192127","1","1","1","0.9985","0.9985","0.9985","192127","192127","192127","1","1","1","0.9915","0.9915","0.9915","192127","192127","192127","1","1","1","0.7805","0.7805","0.7805","192127","192127","192127","1","1","1","0.8735","0.8735","0.8735","192127","192127","192127","1","1","1","1","1","1","192127","192127","192127","1","1","1","0.158","0.158","0.158","192127","192127","192127","1","1","1","0.8685","0.8685","0.8685","192127","192127","192127","1","1","1","0.9855","0.9855","0.9855","192127","192127","192127","1","1","1","0.9935","0.9935","0.9935","192127","192127","192127","1","1","1","0.972","0.972","0.972"
"195000","195129","195129","195129","0.999","0.999","0.999","0.4425","0.4425","0.4425","195129","195129","195129","1","1","1","0.859","0.859","0.859","195129","195129","195129","0.996","0.996","0.996","0.9795","0.9795","0.9795","195129","195129","195129","1","1","1","0.99","0.99","0.99","195129","195129","195129","1","1","1","0.9955","0.9955","0.9955","195129","195129","195129","1","1","1","0.547","0.547","0.547","195129","195129","195129","1","1","1","0.929","0.929","0.929","195129","195129","195129","1","1","1","0.586","0.586","0.586","195129","195129","195129","0.999","0.999","0.999","0.7475","0.7475","0.7475","195129","195129","195129","1","1","1","0.754","0.754","0.754","195129","195129","195129","0.998","0.998","0.998","0.973","0.973","0.973","195129","195129","195129","1","1","1","0.921","0.921","0.921","195129","195129","195129","1","1","1","0.7195","0.7195","0.7195","195129","195129","195129","1","1","1","0.803","0.803","0.803","195129","195129","195129","1","1","1","0.999","0.999","0.999","195129","195129","195129","1","1","1","0.2805","0.2805","0.2805","195129","195129","195129","1","1","1","0.913","0.913","0.913","195129","195129","195129","0.999","0.999","0.999","0.977","0.977","0.977","195129","195129","195129","1","1","1","0.9985","0.9985","0.9985","195129","195129","195129","1","1","1","0.8635","0.8635","0.8635"
"198000","198131","198131","198131","1","1","1","0.636","0.636","0.636","198131","198131","198131","1","1","1","0.971","0.971","0.971","198131","198131","198131","1","1","1","0.991","0.991","0.991","198131","198131","198131","1","1","1","0.9945","0.9945","0.9945","198131","198131","198131","1","1","1","0.9995","0.9995","0.9995","198131","198131","198131","1","1","1","0.5345","0.5345","0.5345","198131","198131","198131","1","1","1","0.9055","0.9055","0.9055","198131","198131","198131","1","1","1","0.623","0.623","0.623","198131","198131","198131","1","1","1","0.7985","0.7985","0.7985","198131","198131","198131","1","1","1","0.708","0.708","0.708","198131","198131","198131","1","1","1","0.9935","0.9935","0.9935","198131","198131","198131","1","1","1","0.8045","0.8045","0.8045","198131","198131","198131","1","1","1","0.8945","0.8945","0.8945","198131","198131","198131","1","1","1","0.873","0.873","0.873","198131","198131","198131","1","1","1","1","1","1","198131","198131","198131","1","1","1","0.156","0.156","0.156","198131","198131","198131","1","1","1","0.8065","0.8065","0.8065","198131","198131","198131","0.999","0.999","0.999","0.9995","0.9995","0.9995","198131","198131","198131","1","1","1","0.98","0.98","0.98","198131","198131","198131","1","1","1","0.856","0.856","0.856"
"201000","201133","201133","201133","1","1","1","0.6525","0.6525","0.6525","201133","201133","201133","1","1","1","0.9615","0.9615","0.9615","201133","201133","201133","1","1","1","0.9655","0.9655","0.9655","201133","201133","201133","1","1","1","0.997","0.997","0.997","201133","201133","201133","1","1","1","0.976","0.976","0.976","201133","201133","201133","1","1","1","0.5975","0.5975","0.5975","201133","201133","201133","0.999","0.999","0.999","0.851","0.851","0.851","201133","201133","201133","0.999","0.999","0.999","0.6315","0.6315","0.6315","201133","201133","201133","1","1","1","0.6925","0.6925","0.6925","201133","201133","201133","0.999","0.999","0.999","0.729","0.729","0.729","201133","201133","201133","0.999","0.999","0.999","0.9655","0.9655","0.9655","201133","201133","201133","0.998","0.998","0.998","0.9735","0.9735","0.9735","201133","201133","201133","1","1","1","0.5735","0.5735","0.5735","201133","201133","201133","1","1","1","0.827","0.827","0.827","201133","201133","201133","1","1","1","0.9925","0.9925","0.9925","201133","201133","201133","1","1","1","0.1145","0.1145","0.1145","201133","201133","201133","0.999","0.999","0.999","0.8155","0.8155","0.8155","201133","201133","201133","1","1","1","0.999","0.999","0.999","201133","201133","201133","1","1","1","0.994","0.994","0.994","201133","201133","201133","1","1","1","0.8395","0.8395","0.8395"
"204000","204135","204135","204135","1","1","1","0.643","0.643","0.643","204135","204135","204135","0.998","0.998","0.998","0.9515","0.9515","0.9515","204135","204135","204135","0.999","0.999","0.999","0.9635","0.9635","0.9635","204135","204135","204135","1","1","1","0.9915","0.9915","0.9915","204135","204135","204135","1","1","1","0.9915","0.9915","0.9915","204135","204135","204135","0.999","0.999","0.999","0.6595","0.6595","0.6595","204135","204135","204135","0.999","0.999","0.999","0.9315","0.9315","0.9315","204135","204135","204135","1","1","1","0.7185","0.7185","0.7185","204135","204135","204135","1","1","1","0.817","0.817","0.817","204135","204135","204135","1","1","1","0.6925","0.6925","0.6925","204135","204135","204135","1","1","1","0.99","0.99","0.99","204135","204135","204135","1","1","1","0.789","0.789","0.789","204135","204135","204135","1","1","1","0.6795","0.6795","0.6795","204135","204135","204135","1","1","1","0.8245","0.8245","0.8245","204135","204135","204135","1","1","1","1","1","1","204135","204135","204135","1","1","1","0.134","0.134","0.134","204135","204135","204135","1","1","1","0.769","0.769","0.769","204135","204135","204135","0.999","0.999","0.999","0.995","0.995","0.995","204135","204135","204135","1","1","1","0.8735","0.8735","0.8735","204135","204135","204135","1","1","1","0.926","0.926","0.926"
"207000","207137","207137","207137","1","1","1","0.6985","0.6985","0.6985","207137","207137","207137","1","1","1","0.9815","0.9815","0.9815","207137","207137","207137","1","1","1","0.948","0.948","0.948","207137","207137","207137","1","1","1","0.9555","0.9555","0.9555","207137","207137","207137","1","1","1","0.982","0.982","0.982","207137","207137","207137","1","1","1","0.6155","0.6155","0.6155","207137","207137","207137","0.999","0.999","0.999","0.8595","0.8595","0.8595","207137","207137","207137","1","1","1","0.7885","0.7885","0.7885","207137","207137","207137","1","1","1","0.7685","0.7685","0.7685","207137","207137","207137","1","1","1","0.6815","0.6815","0.6815","207137","207137","207137","1","1","1","0.926","0.926","0.926","207137","207137","207137","1","1","1","0.83","0.83","0.83","207137","207137","207137","1","1","1","0.683","0.683","0.683","207137","207137","207137","1","1","1","0.8745","0.8745","0.8745","207137","207137","207137","1","1","1","0.9945","0.9945","0.9945","207137","207137","207137","1","1","1","0.3715","0.3715","0.3715","207137","207137","207137","1","1","1","0.889","0.889","0.889","207137","207137","207137","0.999","0.999","0.999","0.999","0.999","0.999","207137","207137","207137","1","1","1","0.991","0.991","0.991","207137","207137","207137","1","1","1","0.9655","0.9655","0.9655"
"210000","210139","210139","210139","1","1","1","0.7585","0.7585","0.7585","210139","210139","210139","1","1","1","0.956","0.956","0.956","210139","210139","210139","1","1","1","0.9135","0.9135","0.9135","210139","210139","210139","1","1","1","0.977","0.977","0.977","210139","210139","210139","1","1","1","0.9655","0.9655","0.9655","210139","210139","210139","1","1","1","0.6595","0.6595","0.6595","210139","210139","210139","1","1","1","0.7865","0.7865","0.7865","210139","210139","210139","1","1","1","0.81","0.81","0.81","210139","210139","210139","1","1","1","0.8055","0.8055","0.8055","210139","210139","210139","1","1","1","0.6505","0.6505","0.6505","210139","210139","210139","1","1","1","0.9995","0.9995","0.9995","210139","210139","210139","1","1","1","0.949","0.949","0.949","210139","210139","210139","1","1","1","0.7095","0.7095","0.7095","210139","210139","210139","1","1","1","0.8235","0.8235","0.8235","210139","210139","210139","1","1","1","0.922","0.922","0.922","210139","210139","210139","1","1","1","0.378","0.378","0.378","210139","210139","210139","0.999","0.999","0.999","0.888","0.888","0.888","210139","210139","210139","0.998","0.998","0.998","0.9855","0.9855","0.9855","210139","210139","210139","1","1","1","0.9945","0.9945","0.9945","210139","210139","210139","0.999","0.999","0.999","0.976","0.976","0.976"
"213000","213141","213141","213141","1","1","1","0.7925","0.7925","0.7925","213141","213141","213141","1","1","1","0.95","0.95","0.95","213141","213141","213141","1","1","1","0.9695","0.9695","0.9695","213141","213141","213141","1","1","1","0.9705","0.9705","0.9705","213141","213141","213141","1","1","1","0.983","0.983","0.983","213141","213141","213141","1","1","1","0.627","0.627","0.627","213141","213141","213141","1","1","1","0.9235","0.9235","0.9235","213141","213141","213141","1","1","1","0.849","0.849","0.849","213141","213141","213141","1","1","1","0.786","0.786","0.786","213141","213141","213141","1","1","1","0.67","0.67","0.67","213141","213141","213141","0.999","0.999","0.999","0.998","0.998","0.998","213141","213141","213141","0.999","0.999","0.999","0.8195","0.8195","0.8195","213141","213141","213141","1","1","1","0.667","0.667","0.667","213141","213141","213141","1","1","1","0.8565","0.8565","0.8565","213141","213141","213141","1","1","1","0.846","0.846","0.846","213141","213141","213141","1","1","1","0.4135","0.4135","0.4135","213141","213141","213141","1","1","1","0.815","0.815","0.815","213141","213141","213141","1","1","1","0.968","0.968","0.968","213141","213141","213141","1","1","1","0.9995","0.9995","0.9995","213141","213141","213141","1","1","1","0.981","0.981","0.981"
